1	Norway	32
2	United States	31
3	Netherlands	29
4	Iceland	26
5	Denmark	25
6	New Zealand	25
7	Canada	25
8	South Korea	24
9	Australia	24
10	Sweden	23
11	United Kingdom	23
12	Japan	23
13	Finland	21
14	Ireland	21
15	Switzerland	21
16	Spain	20
17	Poland	19
18	Hungary	18
19	Luxembourg	18
20	Germany	16
21	France	16
22	Greece	15
23	Mexico	15
24	Belgium	14
25	Portugal	14
